Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
10/06/2016 00:00,CENTRAL EAST - VC,23330,2208.09,2380,-9999
10/06/2016 00:00,DYSINGER EAST,23326,337.17,1400,-9999
10/06/2016 00:00,MOSES SOUTH,23319,1525.54,2850,-1600
10/06/2016 00:00,SCH - HQ - NY,23324,1220,1390,-500
10/06/2016 00:00,SCH - HQ_CEDARS,325274,0,80,0
10/06/2016 00:00,SCH - HQ_IMPORT_EXPORT,325376,916,1310,-9999
10/06/2016 00:00,SCH - NE - NY,23318,-916.95,1400,-1600
10/06/2016 00:00,SCH - NPX_1385,325277,0,200,-200
10/06/2016 00:00,SCH - NPX_CSC,325154,100,330,-330
10/06/2016 00:00,SCH - OH - NY,23317,1001.6,1300,-1150
10/06/2016 00:00,SCH - PJ - NY,23316,-70.96,1700,-1300
10/06/2016 00:00,SCH - PJM_HTP,325905,0,0,0
10/06/2016 00:00,SCH - PJM_NEPTUNE,325305,561,660,-660
10/06/2016 00:00,SCH - PJM_VFT,325658,248,315,-315
10/06/2016 00:00,SPR/DUN-SOUTH,23320,1796.19,4350,-9999
10/06/2016 00:00,TOTAL EAST,23314,3605.35,6500,-9999
10/06/2016 00:00,UPNY CONED,23315,788.62,4850,-9999
10/06/2016 00:00,WEST CENTRAL,23312,40.91,9999,-9999
10/06/2016 00:05,CENTRAL EAST - VC,23330,2277.77,2380,-9999
10/06/2016 00:05,DYSINGER EAST,23326,487.12,1400,-9999
10/06/2016 00:05,MOSES SOUTH,23319,1444.98,2850,-1600
10/06/2016 00:05,SCH - HQ - NY,23324,1177,1390,-500
10/06/2016 00:05,SCH - HQ_CEDARS,325274,0,80,0
10/06/2016 00:05,SCH - HQ_IMPORT_EXPORT,325376,873,1310,-9999
10/06/2016 00:05,SCH - NE - NY,23318,-952.83,1400,-1600
10/06/2016 00:05,SCH - NPX_1385,325277,0,200,-200
10/06/2016 00:05,SCH - NPX_CSC,325154,100,330,-330
10/06/2016 00:05,SCH - OH - NY,23317,1001.86,1300,-1150
10/06/2016 00:05,SCH - PJ - NY,23316,-59.41,1700,-1300
10/06/2016 00:05,SCH - PJM_HTP,325905,0,0,0
10/06/2016 00:05,SCH - PJM_NEPTUNE,325305,495,660,-660
10/06/2016 00:05,SCH - PJM_VFT,325658,181,315,-315
10/06/2016 00:05,SPR/DUN-SOUTH,23320,1739.67,4350,-9999
10/06/2016 00:05,TOTAL EAST,23314,3675.14,6500,-9999
10/06/2016 00:05,UPNY CONED,23315,805.18,4850,-9999
10/06/2016 00:05,WEST CENTRAL,23312,194.91,9999,-9999
10/06/2016 00:07,CENTRAL EAST - VC,23330,2279.01,2380,-9999
10/06/2016 00:07,DYSINGER EAST,23326,452.95,1400,-9999
10/06/2016 00:07,MOSES SOUTH,23319,1566.68,2850,-1600
10/06/2016 00:07,SCH - HQ - NY,23324,1177,1390,-500
10/06/2016 00:07,SCH - HQ_CEDARS,325274,0,80,0
10/06/2016 00:07,SCH - HQ_IMPORT_EXPORT,325376,873,1310,-9999
10/06/2016 00:07,SCH - NE - NY,23318,-952.54,1400,-1600
10/06/2016 00:07,SCH - NPX_1385,325277,0,200,-200
