Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
05/17/2017 00:00,CENTRAL EAST - VC,23330,2273.85,2390,-9999
05/17/2017 00:00,DYSINGER EAST,23326,796.47,3150,-9999
05/17/2017 00:00,MOSES SOUTH,23319,1873.41,3150,-1600
05/17/2017 00:00,SCH - HQ - NY,23324,1426,1500,-1000
05/17/2017 00:00,SCH - HQ_CEDARS,325274,35,70,-40
05/17/2017 00:00,SCH - HQ_IMPORT_EXPORT,325376,1122,1310,-9999
05/17/2017 00:00,SCH - NE - NY,23318,-538.25,1400,-900
05/17/2017 00:00,SCH - NPX_1385,325277,55,200,-200
05/17/2017 00:00,SCH - NPX_CSC,325154,272,330,-330
05/17/2017 00:00,SCH - OH - NY,23317,1000.5,1750,-1900
05/17/2017 00:00,SCH - PJ - NY,23316,-70.22,1700,-1300
05/17/2017 00:00,SCH - PJM_HTP,325905,0,0,0
05/17/2017 00:00,SCH - PJM_NEPTUNE,325305,0,0,0
05/17/2017 00:00,SCH - PJM_VFT,325658,192,315,-315
05/17/2017 00:00,SPR/DUN-SOUTH,23320,1990.22,4600,-9999
05/17/2017 00:00,TOTAL EAST,23314,3602.26,6500,-9999
05/17/2017 00:00,UPNY CONED,23315,2572.35,5100,-9999
05/17/2017 00:00,WEST CENTRAL,23312,275.89,9999,-9999
05/17/2017 00:05,CENTRAL EAST - VC,23330,2272.39,2390,-9999
05/17/2017 00:05,DYSINGER EAST,23326,861.51,3150,-9999
05/17/2017 00:05,MOSES SOUTH,23319,1785.21,3150,-1600
05/17/2017 00:05,SCH - HQ - NY,23324,1352,1500,-1000
05/17/2017 00:05,SCH - HQ_CEDARS,325274,0,70,-40
05/17/2017 00:05,SCH - HQ_IMPORT_EXPORT,325376,1048,1310,-9999
05/17/2017 00:05,SCH - NE - NY,23318,-637.94,1400,-900
05/17/2017 00:05,SCH - NPX_1385,325277,9,200,-200
05/17/2017 00:05,SCH - NPX_CSC,325154,215,330,-330
05/17/2017 00:05,SCH - OH - NY,23317,1002.52,1750,-1900
05/17/2017 00:05,SCH - PJ - NY,23316,-45.61,1700,-1300
05/17/2017 00:05,SCH - PJM_HTP,325905,0,0,0
05/17/2017 00:05,SCH - PJM_NEPTUNE,325305,0,0,0
05/17/2017 00:05,SCH - PJM_VFT,325658,265,315,-315
05/17/2017 00:05,SPR/DUN-SOUTH,23320,1781.49,4600,-9999
05/17/2017 00:05,TOTAL EAST,23314,3622.21,6500,-9999
05/17/2017 00:05,UPNY CONED,23315,2398.38,5100,-9999
05/17/2017 00:05,WEST CENTRAL,23312,342.48,9999,-9999
05/17/2017 00:10,CENTRAL EAST - VC,23330,2285.38,2390,-9999
05/17/2017 00:10,DYSINGER EAST,23326,806.27,3150,-9999
05/17/2017 00:10,MOSES SOUTH,23319,1810.58,3150,-1600
05/17/2017 00:10,SCH - HQ - NY,23324,1352,1500,-1000
05/17/2017 00:10,SCH - HQ_CEDARS,325274,0,70,-40
05/17/2017 00:10,SCH - HQ_IMPORT_EXPORT,325376,1048,1310,-9999
05/17/2017 00:10,SCH - NE - NY,23318,-637.76,1400,-900
05/17/2017 00:10,SCH - NPX_1385,325277,10,200,-200
05/17/2017 00:10,SCH - NPX_CSC,325154,215,330,-330
05/17/2017 00:10,SCH - OH - NY,23317,1002.51,1750,-1900
05/17/2017 00:10,SCH - PJ - NY,23316,-43.18,1700,-1300
05/17/2017 00:10,SCH - PJM_HTP,325905,0,0,0
05/17/2017 00:10,SCH - PJM_NEPTUNE,325305,0,0,0
05/17/2017 00:10,SCH - PJM_VFT,325658,265,315,-315
05/17/2017 00:10,SPR/DUN-SOUTH,23320,1683.76,4600,-9999
05/17/2017 00:10,TOTAL EAST,23314,3535.8,6500,-9999
05/17/2017 00:10,UPNY CONED,23315,2293.42,5100,-9999
05/17/2017 00:10,WEST CENTRAL,23312,293.92,9999,-9999
05/17/2017 00:15,CENTRAL EAST - VC,23330,2288.76,2390,-9999
05/17/2017 00:15,DYSINGER EAST,23326,736.11,3150,-9999
05/17/2017 00:15,MOSES SOUTH,23319,1875.56,3150,-1600
05/17/2017 00:15,SCH - HQ - NY,23324,1352,1500,-1000
05/17/2017 00:15,SCH - HQ_CEDARS,325274,0,70,-40
05/17/2017 00:15,SCH - HQ_IMPORT_EXPORT,325376,1048,1310,-9999
05/17/2017 00:15,SCH - NE - NY,23318,-537.69,1400,-900
05/17/2017 00:15,SCH - NPX_1385,325277,10,200,-200
05/17/2017 00:15,SCH - NPX_CSC,325154,215,330,-330
05/17/2017 00:15,SCH - OH - NY,23317,1002.67,1750,-1900
05/17/2017 00:15,SCH - PJ - NY,23316,-93.06,1700,-1300
05/17/2017 00:15,SCH - PJM_HTP,325905,0,0,0
05/17/2017 00:15,SCH - PJM_NEPTUNE,325305,0,0,0
05/17/2017 00:15,SCH - PJM_VFT,325658,265,315,-315
05/17/2017 00:15,SPR/DUN-SOUTH,23320,1802.63,4600,-9999
05/17/2017 00:15,TOTAL EAST,23314,3454.23,6500,-9999
05/17/2017 00:15,UPNY CONED,23315,2415.85,5100,-9999
05/17/2017 00:15,WEST CENTRAL,23312,231.4,9999,-9999
05/17/2017 00:20,CENTRAL EAST - VC,23330,2288.41,2390,-9999
05/17/2017 00:20,DYSINGER EAST,23326,730.81,3150,-9999
05/17/2017 00:20,MOSES SOUTH,23319,1878.95,3150,-1600
05/17/2017 00:20,SCH - HQ - NY,23324,1352,1500,-1000
05/17/2017 00:20,SCH - HQ_CEDARS,325274,0,70,-40
05/17/2017 00:20,SCH - HQ_IMPORT_EXPORT,325376,1048,1310,-9999
05/17/2017 00:20,SCH - NE - NY,23318,-438.68,1400,-900
05/17/2017 00:20,SCH - NPX_1385,325277,10,200,-200
05/17/2017 00:20,SCH - NPX_CSC,325154,215,330,-330
05/17/2017 00:20,SCH - OH - NY,23317,1002.67,1750,-1900
05/17/2017 00:20,SCH - PJ - NY,23316,-142.19,1700,-1300
05/17/2017 00:20,SCH - PJM_HTP,325905,0,0,0
05/17/2017 00:20,SCH - PJM_NEPTUNE,325305,0,0,0
05/17/2017 00:20,SCH - PJM_VFT,325658,265,315,-315
05/17/2017 00:20,SPR/DUN-SOUTH,23320,1938.11,4600,-9999
05/17/2017 00:20,TOTAL EAST,23314,3422.61,6500,-9999
05/17/2017 00:20,UPNY CONED,23315,2537.59,5100,-9999
05/17/2017 00:20,WEST CENTRAL,23312,230.17,9999,-9999
05/17/2017 00:25,CENTRAL EAST - VC,23330,2288.49,2390,-9999
05/17/2017 00:25,DYSINGER EAST,23326,803.08,3150,-9999
05/17/2017 00:25,MOSES SOUTH,23319,1844.47,3150,-1600
05/17/2017 00:25,SCH - HQ - NY,23324,1352,1500,-1000
05/17/2017 00:25,SCH - HQ_CEDARS,325274,0,70,-40
05/17/2017 00:25,SCH - HQ_IMPORT_EXPORT,325376,1048,1310,-9999
05/17/2017 00:25,SCH - NE - NY,23318,-438.92,1400,-900
05/17/2017 00:25,SCH - NPX_1385,325277,10,200,-200
05/17/2017 00:25,SCH - NPX_CSC,325154,215,330,-330
05/17/2017 00:25,SCH - OH - NY,23317,1002.51,1750,-1900
05/17/2017 00:25,SCH - PJ - NY,23316,-141.24,1700,-1300
05/17/2017 00:25,SCH - PJM_HTP,325905,0,0,0
05/17/2017 00:25,SCH - PJM_NEPTUNE,325305,0,0,0
05/17/2017 00:25,SCH - PJM_VFT,325658,265,315,-315
05/17/2017 00:25,SPR/DUN-SOUTH,23320,2006.7,4600,-9999
05/17/2017 00:25,TOTAL EAST,23314,3474.97,6500,-9999
05/17/2017 00:25,UPNY CONED,23315,2593.82,5100,-9999
05/17/2017 00:25,WEST CENTRAL,23312,302.79,9999,-9999
