Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
10/24/2018 00:00,CENTRAL EAST - VC,23330,1546.48,1695,-9999
10/24/2018 00:00,DYSINGER EAST,23326,1115.06,3150,-9999
10/24/2018 00:00,MOSES SOUTH,23319,543.03,900,-1100
10/24/2018 00:00,SCH - HQ - NY,23324,0,0,0
10/24/2018 00:00,SCH - HQ_CEDARS,325274,45,190,-40
10/24/2018 00:00,SCH - HQ_IMPORT_EXPORT,325376,0,0,0
10/24/2018 00:00,SCH - NE - NY,23318,-1257.97,1000,-1600
10/24/2018 00:00,SCH - NPX_1385,325277,12,200,-200
10/24/2018 00:00,SCH - NPX_CSC,325154,215,330,-330
10/24/2018 00:00,SCH - OH - NY,23317,953.92,1300,-1600
10/24/2018 00:00,SCH - PJ - NY,23316,130.46,1800,-1100
10/24/2018 00:00,SCH - PJM_HTP,325905,181,660,-660
10/24/2018 00:00,SCH - PJM_NEPTUNE,325305,660,660,-660
10/24/2018 00:00,SCH - PJM_VFT,325658,0,0,0
10/24/2018 00:00,SPR/DUN-SOUTH,23320,2073.3,4350,-9999
10/24/2018 00:00,TOTAL EAST,23314,2604.93,6800,-9999
10/24/2018 00:00,UPNY CONED,23315,853.44,5700,-9999
10/24/2018 00:00,WEST CENTRAL,23312,212.05,9999,-9999
10/24/2018 00:05,CENTRAL EAST - VC,23330,1484.2,1695,-9999
10/24/2018 00:05,DYSINGER EAST,23326,1067.64,3150,-9999
10/24/2018 00:05,MOSES SOUTH,23319,595.77,900,-1100
10/24/2018 00:05,SCH - HQ - NY,23324,0,0,0
10/24/2018 00:05,SCH - HQ_CEDARS,325274,90,190,-40
10/24/2018 00:05,SCH - HQ_IMPORT_EXPORT,325376,0,0,0
10/24/2018 00:05,SCH - NE - NY,23318,-1307.94,1000,-1600
10/24/2018 00:05,SCH - NPX_1385,325277,23,200,-200
10/24/2018 00:05,SCH - NPX_CSC,325154,100,330,-330
10/24/2018 00:05,SCH - OH - NY,23317,904.21,1300,-1600
10/24/2018 00:05,SCH - PJ - NY,23316,3.97,1800,-1100
10/24/2018 00:05,SCH - PJM_HTP,325905,300,660,-660
10/24/2018 00:05,SCH - PJM_NEPTUNE,325305,660,660,-660
10/24/2018 00:05,SCH - PJM_VFT,325658,0,0,0
10/24/2018 00:05,SPR/DUN-SOUTH,23320,1877.36,4350,-9999
10/24/2018 00:05,TOTAL EAST,23314,2450.83,6800,-9999
