Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
04/18/2018 00:00,CENTRAL EAST - VC,23330,1705.36,2355,-9999
04/18/2018 00:00,DYSINGER EAST,23326,718.58,3150,-9999
04/18/2018 00:00,MOSES SOUTH,23319,1009.53,1550,-1600
04/18/2018 00:00,SCH - HQ - NY,23324,0,0,0
04/18/2018 00:00,SCH - HQ_CEDARS,325274,199,199,-100
04/18/2018 00:00,SCH - HQ_IMPORT_EXPORT,325376,0,0,0
04/18/2018 00:00,SCH - NE - NY,23318,-400.03,600,-600
04/18/2018 00:00,SCH - NPX_1385,325277,-72,100,-100
04/18/2018 00:00,SCH - NPX_CSC,325154,0,330,-330
04/18/2018 00:00,SCH - OH - NY,23317,548.83,1400,-1900
04/18/2018 00:00,SCH - PJ - NY,23316,672.94,2000,-1300
04/18/2018 00:00,SCH - PJM_HTP,325905,125,660,-660
04/18/2018 00:00,SCH - PJM_NEPTUNE,325305,660,660,-660
04/18/2018 00:00,SCH - PJM_VFT,325658,39,315,-315
04/18/2018 00:00,SPR/DUN-SOUTH,23320,2499.95,4600,-9999
04/18/2018 00:00,TOTAL EAST,23314,3143.84,6800,-9999
04/18/2018 00:00,UPNY CONED,23315,2531.95,4800,-9999
04/18/2018 00:00,WEST CENTRAL,23312,335.87,9999,-9999
04/18/2018 00:05,CENTRAL EAST - VC,23330,1777.66,2355,-9999
04/18/2018 00:05,DYSINGER EAST,23326,742.78,3150,-9999
04/18/2018 00:05,MOSES SOUTH,23319,1002.73,1550,-1600
04/18/2018 00:05,SCH - HQ - NY,23324,0,0,0
04/18/2018 00:05,SCH - HQ_CEDARS,325274,199,199,-100
04/18/2018 00:05,SCH - HQ_IMPORT_EXPORT,325376,0,0,0
04/18/2018 00:05,SCH - NE - NY,23318,-400.03,600,-600
04/18/2018 00:05,SCH - NPX_1385,325277,-100,100,-100
04/18/2018 00:05,SCH - NPX_CSC,325154,0,330,-330
04/18/2018 00:05,SCH - OH - NY,23317,633.78,1400,-1900
04/18/2018 00:05,SCH - PJ - NY,23316,924.85,2000,-1300
04/18/2018 00:05,SCH - PJM_HTP,325905,150,660,-660
04/18/2018 00:05,SCH - PJM_NEPTUNE,325305,660,660,-660
04/18/2018 00:05,SCH - PJM_VFT,325658,27,315,-315
04/18/2018 00:05,SPR/DUN-SOUTH,23320,2485.05,4600,-9999
04/18/2018 00:05,TOTAL EAST,23314,3245.38,6800,-9999
04/18/2018 00:05,UPNY CONED,23315,2589.04,4800,-9999
04/18/2018 00:05,WEST CENTRAL,23312,363.21,9999,-9999
04/18/2018 00:10,CENTRAL EAST - VC,23330,1939.2,2355,-9999
04/18/2018 00:10,DYSINGER EAST,23326,841.45,3150,-9999
