Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
01/09/2018 00:00,CENTRAL EAST - VC,23330,2424.85,2525,-9999
01/09/2018 00:00,DYSINGER EAST,23326,1311.39,3150,-9999
01/09/2018 00:00,MOSES SOUTH,23319,1117.45,2650,-1600
01/09/2018 00:00,SCH - HQ - NY,23324,745,860,-500
01/09/2018 00:00,SCH - HQ_CEDARS,325274,110,199,-100
01/09/2018 00:00,SCH - HQ_IMPORT_EXPORT,325376,556,1310,-9999
01/09/2018 00:00,SCH - NE - NY,23318,-1086.47,1400,-1800
01/09/2018 00:00,SCH - NPX_1385,325277,0,0,0
01/09/2018 00:00,SCH - NPX_CSC,325154,0,330,-330
01/09/2018 00:00,SCH - OH - NY,23317,932.29,1750,-1900
01/09/2018 00:00,SCH - PJ - NY,23316,1650.79,2600,-1350
01/09/2018 00:00,SCH - PJM_HTP,325905,50,660,-660
01/09/2018 00:00,SCH - PJM_NEPTUNE,325305,348,660,-660
01/09/2018 00:00,SCH - PJM_VFT,325658,182,315,-315
01/09/2018 00:00,SPR/DUN-SOUTH,23320,2807.73,4600,-9999
01/09/2018 00:00,TOTAL EAST,23314,4721.44,6800,-9999
01/09/2018 00:00,UPNY CONED,23315,1572.01,5700,-9999
01/09/2018 00:00,WEST CENTRAL,23312,843.58,9999,-9999
01/09/2018 00:05,CENTRAL EAST - VC,23330,2380.34,2525,-9999
01/09/2018 00:05,DYSINGER EAST,23326,1189.23,3150,-9999
01/09/2018 00:05,MOSES SOUTH,23319,1162.69,2650,-1600
01/09/2018 00:05,SCH - HQ - NY,23324,745,860,-500
01/09/2018 00:05,SCH - HQ_CEDARS,325274,110,199,-100
01/09/2018 00:05,SCH - HQ_IMPORT_EXPORT,325376,556,1310,-9999
01/09/2018 00:05,SCH - NE - NY,23318,-986.19,1400,-1800
01/09/2018 00:05,SCH - NPX_1385,325277,0,0,0
01/09/2018 00:05,SCH - NPX_CSC,325154,0,330,-330
01/09/2018 00:05,SCH - OH - NY,23317,741.68,1750,-1900
01/09/2018 00:05,SCH - PJ - NY,23316,1454.27,2600,-1350
01/09/2018 00:05,SCH - PJM_HTP,325905,0,660,-660
01/09/2018 00:05,SCH - PJM_NEPTUNE,325305,202,660,-660
01/09/2018 00:05,SCH - PJM_VFT,325658,315,315,-315
01/09/2018 00:05,SPR/DUN-SOUTH,23320,2615.82,4600,-9999
01/09/2018 00:05,TOTAL EAST,23314,4531.26,6800,-9999
01/09/2018 00:05,UPNY CONED,23315,1522.73,5700,-9999
01/09/2018 00:05,WEST CENTRAL,23312,731.49,9999,-9999
01/09/2018 00:10,CENTRAL EAST - VC,23330,2424.92,2525,-9999
01/09/2018 00:10,DYSINGER EAST,23326,1354.96,3150,-9999
01/09/2018 00:10,MOSES SOUTH,23319,1067.1,2650,-1600
01/09/2018 00:10,SCH - HQ - NY,23324,745,860,-500
01/09/2018 00:10,SCH - HQ_CEDARS,325274,110,199,-100
01/09/2018 00:10,SCH - HQ_IMPORT_EXPORT,325376,556,1310,-9999
01/09/2018 00:10,SCH - NE - NY,23318,-985.94,1400,-1800
01/09/2018 00:10,SCH - NPX_1385,325277,0,0,0
01/09/2018 00:10,SCH - NPX_CSC,325154,0,330,-330
01/09/2018 00:10,SCH - OH - NY,23317,741.23,1750,-1900
01/09/2018 00:10,SCH - PJ - NY,23316,1453.03,2600,-1350
01/09/2018 00:10,SCH - PJM_HTP,325905,0,660,-660
01/09/2018 00:10,SCH - PJM_NEPTUNE,325305,202,660,-660
01/09/2018 00:10,SCH - PJM_VFT,325658,315,315,-315
01/09/2018 00:10,SPR/DUN-SOUTH,23320,2741.87,4600,-9999
01/09/2018 00:10,TOTAL EAST,23314,4670.9,6800,-9999
01/09/2018 00:10,UPNY CONED,23315,1616.12,5700,-9999
01/09/2018 00:10,WEST CENTRAL,23312,893.55,9999,-9999
01/09/2018 00:15,CENTRAL EAST - VC,23330,2409.69,2525,-9999
01/09/2018 00:15,DYSINGER EAST,23326,1488.44,3150,-9999
01/09/2018 00:15,MOSES SOUTH,23319,951.34,2650,-1600
01/09/2018 00:15,SCH - HQ - NY,23324,744.98,860,-500
01/09/2018 00:15,SCH - HQ_CEDARS,325274,110,199,-100
01/09/2018 00:15,SCH - HQ_IMPORT_EXPORT,325376,555.98,1310,-9999
01/09/2018 00:15,SCH - NE - NY,23318,-1034.87,1400,-1800
01/09/2018 00:15,SCH - NPX_1385,325277,0,0,0
01/09/2018 00:15,SCH - NPX_CSC,325154,0,330,-330
01/09/2018 00:15,SCH - OH - NY,23317,741.68,1750,-1900
01/09/2018 00:15,SCH - PJ - NY,23316,1444.99,2600,-1350
01/09/2018 00:15,SCH - PJM_HTP,325905,0,660,-660
01/09/2018 00:15,SCH - PJM_NEPTUNE,325305,101,660,-660
01/09/2018 00:15,SCH - PJM_VFT,325658,315,315,-315
01/09/2018 00:15,SPR/DUN-SOUTH,23320,2651.19,4600,-9999
01/09/2018 00:15,TOTAL EAST,23314,4912.11,6800,-9999
01/09/2018 00:15,UPNY CONED,23315,1619.18,5700,-9999
01/09/2018 00:15,WEST CENTRAL,23312,1018.37,9999,-9999
01/09/2018 00:20,CENTRAL EAST - VC,23330,2367.41,2475,-9999
01/09/2018 00:20,DYSINGER EAST,23326,1338.37,3150,-9999
01/09/2018 00:20,MOSES SOUTH,23319,913.41,2650,-1600
