Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
03/07/2018 00:00,CENTRAL EAST - VC,23330,1364.03,1470,-9999
03/07/2018 00:00,DYSINGER EAST,23326,706.35,3150,-9999
03/07/2018 00:00,MOSES SOUTH,23319,1479.74,3000,-1600
03/07/2018 00:00,SCH - HQ - NY,23324,1009,1500,-1000
03/07/2018 00:00,SCH - HQ_CEDARS,325274,95,140,-100
03/07/2018 00:00,SCH - HQ_IMPORT_EXPORT,325376,820,1310,-9999
03/07/2018 00:00,SCH - NE - NY,23318,-114.69,700,-700
03/07/2018 00:00,SCH - NPX_1385,325277,22,100,-100
03/07/2018 00:00,SCH - NPX_CSC,325154,50,330,-330
03/07/2018 00:00,SCH - OH - NY,23317,833.76,1600,-1900
03/07/2018 00:00,SCH - PJ - NY,23316,-27.45,2000,-1300
03/07/2018 00:00,SCH - PJM_HTP,325905,200,660,-660
03/07/2018 00:00,SCH - PJM_NEPTUNE,325305,577,660,-660
03/07/2018 00:00,SCH - PJM_VFT,325658,280,315,-315
03/07/2018 00:00,SPR/DUN-SOUTH,23320,2039.7,4600,-9999
03/07/2018 00:00,TOTAL EAST,23314,2712.52,6800,-9999
03/07/2018 00:00,UPNY CONED,23315,1428.86,5700,-9999
03/07/2018 00:00,WEST CENTRAL,23312,337.31,9999,-9999
03/07/2018 00:05,CENTRAL EAST - VC,23330,1360.96,1470,-9999
03/07/2018 00:05,DYSINGER EAST,23326,840.81,3150,-9999
03/07/2018 00:05,MOSES SOUTH,23319,1310.72,3000,-1600
03/07/2018 00:05,SCH - HQ - NY,23324,906,1500,-1000
03/07/2018 00:05,SCH - HQ_CEDARS,325274,49,140,-100
03/07/2018 00:05,SCH - HQ_IMPORT_EXPORT,325376,717,1310,-9999
03/07/2018 00:05,SCH - NE - NY,23318,-18.68,700,-700
03/07/2018 00:05,SCH - NPX_1385,325277,0,100,-100
03/07/2018 00:05,SCH - NPX_CSC,325154,0,330,-330
03/07/2018 00:05,SCH - OH - NY,23317,803.7,1600,-1900
03/07/2018 00:05,SCH - PJ - NY,23316,38.27,2000,-1300
03/07/2018 00:05,SCH - PJM_HTP,325905,200,660,-660
03/07/2018 00:05,SCH - PJM_NEPTUNE,325305,660,660,-660
03/07/2018 00:05,SCH - PJM_VFT,325658,284,315,-315
03/07/2018 00:05,SPR/DUN-SOUTH,23320,2081.29,4600,-9999
03/07/2018 00:05,TOTAL EAST,23314,2745.7,6800,-9999
03/07/2018 00:05,UPNY CONED,23315,1446.82,5700,-9999
03/07/2018 00:05,WEST CENTRAL,23312,474.69,9999,-9999
03/07/2018 00:10,CENTRAL EAST - VC,23330,1370.38,1470,-9999
03/07/2018 00:10,DYSINGER EAST,23326,864.73,3150,-9999
03/07/2018 00:10,MOSES SOUTH,23319,1295.96,3000,-1600
03/07/2018 00:10,SCH - HQ - NY,23324,906,1500,-1000
03/07/2018 00:10,SCH - HQ_CEDARS,325274,50,140,-100
03/07/2018 00:10,SCH - HQ_IMPORT_EXPORT,325376,717,1310,-9999
03/07/2018 00:10,SCH - NE - NY,23318,-18.68,700,-700
03/07/2018 00:10,SCH - NPX_1385,325277,0,100,-100
03/07/2018 00:10,SCH - NPX_CSC,325154,0,330,-330
03/07/2018 00:10,SCH - OH - NY,23317,803.65,1600,-1900
03/07/2018 00:10,SCH - PJ - NY,23316,35.89,2000,-1300
03/07/2018 00:10,SCH - PJM_HTP,325905,200,660,-660
03/07/2018 00:10,SCH - PJM_NEPTUNE,325305,660,660,-660
03/07/2018 00:10,SCH - PJM_VFT,325658,284,315,-315
03/07/2018 00:10,SPR/DUN-SOUTH,23320,2131.79,4600,-9999
03/07/2018 00:10,TOTAL EAST,23314,2747.18,6800,-9999
03/07/2018 00:10,UPNY CONED,23315,1473.1,5700,-9999
03/07/2018 00:10,WEST CENTRAL,23312,502.59,9999,-9999
03/07/2018 00:15,CENTRAL EAST - VC,23330,1334.73,1470,-9999
03/07/2018 00:15,DYSINGER EAST,23326,754.59,3150,-9999
03/07/2018 00:15,MOSES SOUTH,23319,1327.38,3000,-1600
03/07/2018 00:15,SCH - HQ - NY,23324,906,1500,-1000
03/07/2018 00:15,SCH - HQ_CEDARS,325274,50,140,-100
03/07/2018 00:15,SCH - HQ_IMPORT_EXPORT,325376,717,1310,-9999
03/07/2018 00:15,SCH - NE - NY,23318,-33.7,700,-700
03/07/2018 00:15,SCH - NPX_1385,325277,0,100,-100
03/07/2018 00:15,SCH - NPX_CSC,325154,0,330,-330
03/07/2018 00:15,SCH - OH - NY,23317,803.92,1600,-1900
03/07/2018 00:15,SCH - PJ - NY,23316,37.89,2000,-1300
03/07/2018 00:15,SCH - PJM_HTP,325905,200,660,-660
03/07/2018 00:15,SCH - PJM_NEPTUNE,325305,660,660,-660
03/07/2018 00:15,SCH - PJM_VFT,325658,299,315,-315
03/07/2018 00:15,SPR/DUN-SOUTH,23320,2088.43,4600,-9999
03/07/2018 00:15,TOTAL EAST,23314,2804.05,6800,-9999
03/07/2018 00:15,UPNY CONED,23315,1433.09,5700,-9999
03/07/2018 00:15,WEST CENTRAL,23312,396.36,9999,-9999
03/07/2018 00:20,CENTRAL EAST - VC,23330,1349.19,1470,-9999
03/07/2018 00:20,DYSINGER EAST,23326,699.38,3150,-9999
03/07/2018 00:20,MOSES SOUTH,23319,1347.39,3000,-1600
03/07/2018 00:20,SCH - HQ - NY,23324,906,1500,-1000
03/07/2018 00:20,SCH - HQ_CEDARS,325274,50,140,-100
03/07/2018 00:20,SCH - HQ_IMPORT_EXPORT,325376,717,1310,-9999
03/07/2018 00:20,SCH - NE - NY,23318,-48.7,700,-700
03/07/2018 00:20,SCH - NPX_1385,325277,0,100,-100
03/07/2018 00:20,SCH - NPX_CSC,325154,0,330,-330
03/07/2018 00:20,SCH - OH - NY,23317,804.04,1600,-1900
03/07/2018 00:20,SCH - PJ - NY,23316,36.96,2000,-1300
03/07/2018 00:20,SCH - PJM_HTP,325905,200,660,-660
03/07/2018 00:20,SCH - PJM_NEPTUNE,325305,660,660,-660
03/07/2018 00:20,SCH - PJM_VFT,325658,315,315,-315
03/07/2018 00:20,SPR/DUN-SOUTH,23320,2054.02,4600,-9999
03/07/2018 00:20,TOTAL EAST,23314,2808.82,6800,-9999
03/07/2018 00:20,UPNY CONED,23315,1403.97,5700,-9999
03/07/2018 00:20,WEST CENTRAL,23312,346.8,9999,-9999
03/07/2018 00:25,CENTRAL EAST - VC,23330,1355.64,1470,-9999
03/07/2018 00:25,DYSINGER EAST,23326,711.63,3150,-9999
03/07/2018 00:25,MOSES SOUTH,23319,1355,3000,-1600
03/07/2018 00:25,SCH - HQ - NY,23324,906,1500,-1000
