Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
12/01/2018 00:00,CENTRAL EAST - VC,23330,2208.74,2485,-9999
12/01/2018 00:00,DYSINGER EAST,23326,883.89,3150,-9999
12/01/2018 00:00,MOSES SOUTH,23319,2096.58,3150,-1600
12/01/2018 00:00,SCH - HQ - NY,23324,1425,1450,-800
12/01/2018 00:00,SCH - HQ_CEDARS,325274,190,190,-100
12/01/2018 00:00,SCH - HQ_IMPORT_EXPORT,325376,1305,1310,-9999
12/01/2018 00:00,SCH - NE - NY,23318,-699.37,700,-900
12/01/2018 00:00,SCH - NPX_1385,325277,-50,100,-100
12/01/2018 00:00,SCH - NPX_CSC,325154,0,0,0
12/01/2018 00:00,SCH - OH - NY,23317,603.53,900,-1900
12/01/2018 00:00,SCH - PJ - NY,23316,409.94,2000,-1300
12/01/2018 00:00,SCH - PJM_HTP,325905,191,660,-660
12/01/2018 00:00,SCH - PJM_NEPTUNE,325305,660,660,-660
12/01/2018 00:00,SCH - PJM_VFT,325658,315,315,-315
12/01/2018 00:00,SPR/DUN-SOUTH,23320,2625.45,4600,-9999
12/01/2018 00:00,TOTAL EAST,23314,3937.99,6800,-9999
12/01/2018 00:00,UPNY CONED,23315,2046.34,5700,-9999
12/01/2018 00:00,WEST CENTRAL,23312,500.87,9999,-9999
12/01/2018 00:05,CENTRAL EAST - VC,23330,2227.87,2485,-9999
12/01/2018 00:05,DYSINGER EAST,23326,952.65,3150,-9999
12/01/2018 00:05,MOSES SOUTH,23319,2070.8,3150,-1600
12/01/2018 00:05,SCH - HQ - NY,23324,1400,1450,-800
12/01/2018 00:05,SCH - HQ_CEDARS,325274,190,190,-100
12/01/2018 00:05,SCH - HQ_IMPORT_EXPORT,325376,1310,1310,-9999
12/01/2018 00:05,SCH - NE - NY,23318,-699.38,700,-900
12/01/2018 00:05,SCH - NPX_1385,325277,-24,100,-100
12/01/2018 00:05,SCH - NPX_CSC,325154,0,0,0
12/01/2018 00:05,SCH - OH - NY,23317,604.15,900,-1900
12/01/2018 00:05,SCH - PJ - NY,23316,447.17,2000,-1300
12/01/2018 00:05,SCH - PJM_HTP,325905,233,660,-660
12/01/2018 00:05,SCH - PJM_NEPTUNE,325305,660,660,-660
12/01/2018 00:05,SCH - PJM_VFT,325658,315,315,-315
12/01/2018 00:05,SPR/DUN-SOUTH,23320,2633,4600,-9999
12/01/2018 00:05,TOTAL EAST,23314,3931.57,6800,-9999
12/01/2018 00:05,UPNY CONED,23315,2022.74,5700,-9999
12/01/2018 00:05,WEST CENTRAL,23312,575.04,9999,-9999
12/01/2018 00:10,CENTRAL EAST - VC,23330,2270.64,2485,-9999
