Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
04/14/2017 00:00,CENTRAL EAST - VC,23330,2098.28,2220,-9999
04/14/2017 00:00,DYSINGER EAST,23326,1250.14,3150,-9999
04/14/2017 00:00,MOSES SOUTH,23319,1925.01,3150,-1600
04/14/2017 00:00,SCH - HQ - NY,23324,1500,1500,-1000
04/14/2017 00:00,SCH - HQ_CEDARS,325274,150,199,-100
04/14/2017 00:00,SCH - HQ_IMPORT_EXPORT,325376,1196,1310,-9999
04/14/2017 00:00,SCH - NE - NY,23318,-167.22,900,-1000
04/14/2017 00:00,SCH - NPX_1385,325277,0,100,-100
04/14/2017 00:00,SCH - NPX_CSC,325154,50,330,-330
04/14/2017 00:00,SCH - OH - NY,23317,1127.83,1750,-1900
04/14/2017 00:00,SCH - PJ - NY,23316,-89.84,2050,-400
04/14/2017 00:00,SCH - PJM_HTP,325905,0,0,0
04/14/2017 00:00,SCH - PJM_NEPTUNE,325305,412,660,-660
04/14/2017 00:00,SCH - PJM_VFT,325658,281,315,-315
04/14/2017 00:00,SPR/DUN-SOUTH,23320,2546.88,4600,-9999
04/14/2017 00:00,TOTAL EAST,23314,4037.01,6500,-9999
04/14/2017 00:00,UPNY CONED,23315,2802.99,5100,-9999
04/14/2017 00:00,WEST CENTRAL,23312,929.3,9999,-9999
04/14/2017 00:05,CENTRAL EAST - VC,23330,2074.07,2220,-9999
04/14/2017 00:05,DYSINGER EAST,23326,1190.84,3150,-9999
04/14/2017 00:05,MOSES SOUTH,23319,1930.52,3150,-1600
04/14/2017 00:05,SCH - HQ - NY,23324,1500,1500,-1000
04/14/2017 00:05,SCH - HQ_CEDARS,325274,150,199,-100
04/14/2017 00:05,SCH - HQ_IMPORT_EXPORT,325376,1196,1310,-9999
04/14/2017 00:05,SCH - NE - NY,23318,-166.14,900,-1000
04/14/2017 00:05,SCH - NPX_1385,325277,0,100,-100
04/14/2017 00:05,SCH - NPX_CSC,325154,100,330,-330
04/14/2017 00:05,SCH - OH - NY,23317,1148.67,1750,-1900
04/14/2017 00:05,SCH - PJ - NY,23316,-76.34,2050,-400
04/14/2017 00:05,SCH - PJM_HTP,325905,0,0,0
04/14/2017 00:05,SCH - PJM_NEPTUNE,325305,330,660,-660
04/14/2017 00:05,SCH - PJM_VFT,325658,315,315,-315
04/14/2017 00:05,SPR/DUN-SOUTH,23320,2480.6,4600,-9999
04/14/2017 00:05,TOTAL EAST,23314,4001.57,6500,-9999
04/14/2017 00:05,UPNY CONED,23315,2771.52,5100,-9999
04/14/2017 00:05,WEST CENTRAL,23312,877.71,9999,-9999
04/14/2017 00:10,CENTRAL EAST - VC,23330,2083.3,2220,-9999
04/14/2017 00:10,DYSINGER EAST,23326,1193.58,3150,-9999
04/14/2017 00:10,MOSES SOUTH,23319,1923.88,3150,-1600
04/14/2017 00:10,SCH - HQ - NY,23324,1500,1500,-1000
04/14/2017 00:10,SCH - HQ_CEDARS,325274,150,199,-100
04/14/2017 00:10,SCH - HQ_IMPORT_EXPORT,325376,1196,1310,-9999
04/14/2017 00:10,SCH - NE - NY,23318,-166.02,900,-1000
04/14/2017 00:10,SCH - NPX_1385,325277,0,100,-100
04/14/2017 00:10,SCH - NPX_CSC,325154,100,330,-330
04/14/2017 00:10,SCH - OH - NY,23317,1148.68,1750,-1900
04/14/2017 00:10,SCH - PJ - NY,23316,-78.3,2050,-400
04/14/2017 00:10,SCH - PJM_HTP,325905,0,0,0
04/14/2017 00:10,SCH - PJM_NEPTUNE,325305,330,660,-660
04/14/2017 00:10,SCH - PJM_VFT,325658,315,315,-315
04/14/2017 00:10,SPR/DUN-SOUTH,23320,2496.48,4600,-9999
04/14/2017 00:10,TOTAL EAST,23314,3984.72,6500,-9999
04/14/2017 00:10,UPNY CONED,23315,2792.33,5100,-9999
04/14/2017 00:10,WEST CENTRAL,23312,880.35,9999,-9999
04/14/2017 00:15,CENTRAL EAST - VC,23330,2062.12,2220,-9999
04/14/2017 00:15,DYSINGER EAST,23326,1207.99,3150,-9999
04/14/2017 00:15,MOSES SOUTH,23319,1928.26,3150,-1600
04/14/2017 00:15,SCH - HQ - NY,23324,1500,1500,-1000
04/14/2017 00:15,SCH - HQ_CEDARS,325274,150,199,-100
04/14/2017 00:15,SCH - HQ_IMPORT_EXPORT,325376,1196,1310,-9999
04/14/2017 00:15,SCH - NE - NY,23318,-161.85,900,-1000
04/14/2017 00:15,SCH - NPX_1385,325277,0,100,-100
04/14/2017 00:15,SCH - NPX_CSC,325154,100,330,-330
04/14/2017 00:15,SCH - OH - NY,23317,1148.97,1750,-1900
04/14/2017 00:15,SCH - PJ - NY,23316,-78.91,2050,-400
04/14/2017 00:15,SCH - PJM_HTP,325905,0,0,0
04/14/2017 00:15,SCH - PJM_NEPTUNE,325305,330,660,-660
04/14/2017 00:15,SCH - PJM_VFT,325658,227,315,-315
04/14/2017 00:15,SPR/DUN-SOUTH,23320,2546.22,4600,-9999
04/14/2017 00:15,TOTAL EAST,23314,4027.32,6500,-9999
04/14/2017 00:15,UPNY CONED,23315,2834.43,5100,-9999
04/14/2017 00:15,WEST CENTRAL,23312,894.39,9999,-9999
04/14/2017 00:20,CENTRAL EAST - VC,23330,2025.91,2200,-9999
04/14/2017 00:20,DYSINGER EAST,23326,1189.28,3150,-9999
04/14/2017 00:20,MOSES SOUTH,23319,1906.04,3150,-1600
04/14/2017 00:20,SCH - HQ - NY,23324,1500,1500,-1000
04/14/2017 00:20,SCH - HQ_CEDARS,325274,150,199,-100
04/14/2017 00:20,SCH - HQ_IMPORT_EXPORT,325376,1196,1310,-9999
04/14/2017 00:20,SCH - NE - NY,23318,-158.43,900,-1000
04/14/2017 00:20,SCH - NPX_1385,325277,0,100,-100
04/14/2017 00:20,SCH - NPX_CSC,325154,100,330,-330
04/14/2017 00:20,SCH - OH - NY,23317,1148.92,1750,-1900
04/14/2017 00:20,SCH - PJ - NY,23316,-77.5,2050,-400
04/14/2017 00:20,SCH - PJM_HTP,325905,0,0,0
04/14/2017 00:20,SCH - PJM_NEPTUNE,325305,330,660,-660
04/14/2017 00:20,SCH - PJM_VFT,325658,140,315,-315
04/14/2017 00:20,SPR/DUN-SOUTH,23320,2583.76,4600,-9999
04/14/2017 00:20,TOTAL EAST,23314,4046.55,6500,-9999
04/14/2017 00:20,UPNY CONED,23315,2851.3,5100,-9999
04/14/2017 00:20,WEST CENTRAL,23312,876.09,9999,-9999
04/14/2017 00:25,CENTRAL EAST - VC,23330,2024.9,2200,-9999
04/14/2017 00:25,DYSINGER EAST,23326,1159.3,3150,-9999
04/14/2017 00:25,MOSES SOUTH,23319,1903.9,3150,-1600
04/14/2017 00:25,SCH - HQ - NY,23324,1500,1500,-1000
04/14/2017 00:25,SCH - HQ_CEDARS,325274,150,199,-100
